,Scenario,AREAkm2,PRECIP_m3pd,ET_m3pd,PERC_m3pd,SURQ_m3pd,LATQ(m_m3pd,GW_Q_m3pd,SYLDt_Tons_per_d,run_rez,AREA_pctdif,PRECIP_pctdif,ET_pctdif,PERC_pctdif,SURQ_pctdif,LATQ_pctdif,GW_Q_pctdif,SYLDt_pctdif
0,EastWestMaui_Green--Default,144.48927700000007,833044.7668476629,244112.9677668878,63216.81476861097,141360.1405621451,346684.85208172066,52624.001136567116,2.48534463150685,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,EastWestMaui_Green--EastWestMaui_rch_RCP45_Fog,144.48927700000007,833044.7668476629,244112.9677668878,63216.81476861097,141360.1405621451,346684.85208172066,52624.001136567116,2.48534463150685,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,EastWestMaui_Green--EastWestMaui_rch_RCP45_nondiv_Fog,144.48927700000007,833044.7668476629,244112.9677668878,63216.81476861097,141360.1405621451,346684.85208172066,52624.001136567116,2.48534463150685,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,EastWestMaui_Green--EastWestMaui_rch_RCP85_Fog,144.48927700000007,811483.2761589431,235904.11813405753,61022.08062756984,138424.29039122738,338249.19514872367,50925.501028235616,2.498737509315068,yearly,0.0,-0.02588275150003156,-0.033627257527216646,-0.0347175691953857,-0.02076858553792295,-0.02433234934362964,-0.03227614912677657,0.005388740715648019
4,EastWestMaui_Green--EastWestMaui_rch_RCP85_nondiv_Fog,144.48927700000007,811483.2761589431,235904.11813405753,61022.08062756984,138424.29039122738,338249.19514872367,50925.501028235616,2.498737509315068,yearly,0.0,-0.02588275150003156,-0.033627257527216646,-0.0347175691953857,-0.02076858553792295,-0.02433234934362964,-0.03227614912677657,0.005388740715648019
5,EastWestMaui_Growth--Default,144.48927700000007,811483.1571824802,236243.65861435057,57457.702795361634,162876.42858687937,317127.96411566314,47759.03308136713,3.0045393736986306,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,EastWestMaui_Growth--EastWestMaui_rch_RCP45_Fog,144.48927700000007,833044.6326598848,244538.317978485,59434.37743815347,166405.11084324922,325120.6798956057,49256.25052537811,2.989913915342467,yearly,0.0,0.026570453479610498,0.0351106116997401,0.03440225673191034,0.021664781619936055,0.025203440517240126,0.031349408633549375,-0.0048677872169667095
7,EastWestMaui_Growth--EastWestMaui_rch_RCP45_nondiv_Fog,144.48927700000007,833044.6326598848,244538.317978485,59434.37743815347,166405.11084324922,325120.6798956057,49256.25052537811,2.989913915342467,yearly,0.0,0.026570453479610498,0.0351106116997401,0.03440225673191034,0.021664781619936055,0.025203440517240126,0.031349408633549375,-0.0048677872169667095
8,EastWestMaui_Growth--EastWestMaui_rch_RCP85_Fog,144.48927700000007,811483.1571824802,236243.65861435057,57457.702795361634,162876.42858687937,317127.96411566314,47759.03308136713,3.0045393736986306,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,EastWestMaui_Growth--EastWestMaui_rch_RCP85_nondiv_Fog,144.48927700000007,811483.1571824802,236243.65861435057,57457.702795361634,162876.42858687937,317127.96411566314,47759.03308136713,3.0045393736986306,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,EastWestMaui_Growth--Kahakuloa_rch_20yr_CcGrowth,144.48927700000104,862732.2338757991,253119.6267855034,43712.266964084345,182392.21368101664,336243.71378442284,35401.007353741195,2.2046612148351468,Daily,6.687957339794397e-15,0.06315482489033891,0.07143458694356553,-0.2392270341930014,0.11981957894986275,0.06027771698426378,-0.25875787113553056,-0.26622322405408266
11,EastWestMaui_MGrowth--Default,144.48927700000007,833044.9105245697,243490.16611205193,61316.745055227446,153733.0072973863,336698.45231681113,50893.183521076724,2.381775561643837,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,EastWestMaui_MGrowth--EastWestMaui_rch_RCP45_Fog,144.48927700000007,833044.9105245697,243490.16611205193,61316.745055227446,153733.0072973863,336698.45231681113,50893.183521076724,2.381775561643837,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,EastWestMaui_MGrowth--EastWestMaui_rch_RCP45_nondiv_Fog,144.48927700000007,833044.9105245697,243490.16611205193,61316.745055227446,153733.0072973863,336698.45231681113,50893.183521076724,2.381775561643837,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,EastWestMaui_MGrowth--EastWestMaui_rch_RCP85_Fog,144.48927700000007,811483.4253951868,235224.218720548,59240.2594051397,150377.17877681906,328619.84730667924,49315.82956992054,2.3946247126027393,yearly,0.0,-0.025882740362468123,-0.03394776685847762,-0.03386490343245505,-0.0218289395333015,-0.02399359116308162,-0.03099342273416524,0.005394778234282596
15,EastWestMaui_MGrowth--EastWestMaui_rch_RCP85_nondiv_Fog,144.48927700000007,811483.4253951868,235224.218720548,59240.2594051397,150377.17877681906,328619.84730667924,49315.82956992054,2.3946247126027393,yearly,0.0,-0.025882740362468123,-0.03394776685847762,-0.03386490343245505,-0.0218289395333015,-0.02399359116308162,-0.03099342273416524,0.005394778234282596
16,Hanawi-- Hana_rch_Sim2,182.616416,2553119.6769349687,483098.8143388236,76758.16175690583,726771.9602190617,171925.7620708247,0.0,3.398662889337295,Daily,3.112722290027203e-16,0.024338730303262134,-0.02697551665060314,0.09847690274554907,-0.0017141992159518768,-0.3365933441751885,,-0.3197617394206386
17,Hanawi--Default,182.61641599999993,2492456.451567638,496491.94095905486,69876.9009753918,728019.9314146901,259155.91976850145,0.0,4.996283047123286,yearly,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
18,Hanawi--H_rch_1990to2009,182.61641599999993,2492456.451567638,496491.94095905486,69876.9009753918,728019.9314146901,259155.91976850145,0.0,4.996283047123286,yearly,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
19,Hanawi--H_rch_1995,182.61641600000004,1734734.7246399226,479024.19452215725,49726.37873251227,326877.6466359408,175179.20399744666,0.0,1.1981375533586067,Daily,6.225444580054406e-16,-0.3040060043781885,-0.03518233629967048,-0.28837172172211595,-0.5510045363720312,-0.32403934992520883,,-0.7601942199714927
20,Hanawi--H_rch_2004,182.61641600000004,2752242.219788881,515299.0059034859,84396.52529967173,758471.8389318705,352680.23945720005,0.0,4.377620383088066,Daily,6.225444580054406e-16,0.10422880931694906,0.037879899738356496,0.20778861285495798,0.041828398101692366,0.360880506886518,,-0.12382458283491928
21,Hanawi--Hana_rch_Sim1,182.616416,2553119.6769349687,483305.6164913717,76705.79632399135,679620.3409827724,171952.7530803059,0.0,1930.6164742692865,Daily,3.112722290027203e-16,0.024338730303262134,-0.02655898994495585,0.09772750727746844,-0.06648113374845038,-0.33648919448219555,,385.4105488140587
22,Hanawi--Hana_rch_Sim2,182.616416,2553119.6769349687,482975.63059661887,76777.70267810473,726720.0290499865,171903.6162865777,0.0,3.306084467756662,Daily,3.112722290027203e-16,0.024338730303262134,-0.02722362489172945,0.09875655053939991,-0.001785531286454782,-0.33667879769007175,,-0.3382911983619084
23,Hanawi--Hanawi_sub_Sim1,182.61641599999993,2492456.451567638,443443.33872367407,379422.9972538849,852063.8639771972,817739.5748704168,347615.9006951263,4333.171025762468,yearly,0.0,0.0,-0.10684685461945022,4.429877283589099,0.17038535239202124,2.1553960858809877,inf,866.2789321368376
24,Hanawi--Hanawi_sub_Sim2,182.61641599999993,2492456.451567638,496666.63341746584,69816.3722165644,680492.3716841863,259201.15429519722,0.0,2612.721742764932,yearly,0.0,0.0,0.0003518535629672726,-0.0008662198520899464,-0.06528332217244129,0.00017454560457726747,,521.9330920851775
25,Honokohau_V2--Default,27.372564000000008,244129.21585243288,77882.98198887125,32501.12136221918,41572.026015742464,19416.37163368767,39358.79580139727,0.6746366684931506,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Honokohau_V2--Honokohau_rch_yr_RainTPT,27.372564000000008,244129.21585243288,77882.98198887125,32501.12136221918,41572.026015742464,19416.37163368767,39358.79580139727,0.6746366684931506,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Honolua--Default,45.63574300000017,235475.8066377152,133587.0891919201,9754.023394703101,33668.20823474362,58407.49294213797,6940.204583881869,10.296920788373603,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Honolua--Honolua_rch_2006to2009,45.63574300000017,239540.87834339624,139968.11194378446,7344.507569043734,34831.329664247976,58143.42530778284,3290.6503115300015,26.935703135368527,Daily,0.0,0.01726322446337446,0.04776676242040849,-0.2470278907643228,0.03454657941387212,-0.004521125990063173,-0.5258568718316601,1.6158988389793194
29,Honolua--Honolua_rch_2006to2009_div,45.63574300000017,239540.87834339624,122502.92784589023,11862.86289463174,34870.50197626064,70761.91858725445,8363.616831873676,24.9539422658151,Daily,0.0,0.01726322446337446,-0.08297329789187655,0.2162020137324911,0.03571006015925491,0.21152124535383712,0.20509658336262598,1.4234373341971267
30,Honolua--Honolua_rch_2006to2014_BW,45.6357430000003,253360.31156182135,139243.79572513406,9178.724937235404,36579.40243724236,68654.90167483708,6541.215174053479,17.90235511948231,Daily,2.958275924080354e-15,0.0759504986073659,0.042344709862546376,-0.05898063129314535,0.08646715566807485,0.1754468171207214,-0.05748957469568185,0.7386124927459972
31,Honolua--Honolua_rch_Sim1_2006to2009_Fog,45.63574300000017,235475.8066377152,130569.05811675891,7782.059559869509,34739.52450235234,62306.95961215808,5423.965688327948,10.96643938766089,Daily,0.0,0.0,-0.022592236221460588,-0.2021692746712564,0.031819818273049055,0.06676312359243294,-0.21847178670716402,0.06502124402503409
32,Honolua--Honolua_rch_Sim1_2006to2014_BW,45.6357430000003,253360.31156182135,139243.79572513406,9178.724937235404,36579.40243724236,68654.90167483708,6541.215174053479,17.90235511948231,Daily,2.958275924080354e-15,0.0759504986073659,0.042344709862546376,-0.05898063129314535,0.08646715566807485,0.1754468171207214,-0.05748957469568185,0.7386124927459972
33,Honolua--Honolua_rch_Sim2_1990to2014_BW,45.6357430000003,253360.31156182135,139245.6727696093,9178.156991232185,36578.36518590701,68654.6772188653,6540.698022830096,16.237746213176777,Daily,2.958275924080354e-15,0.0759504986073659,0.04235876095450881,-0.059038858137621365,0.08643634763314414,0.17544297418960977,-0.057564089966396476,0.576951648643451
34,Honolua--Honolua_rch_Sim2_2006to2009_Fog,45.63574300000017,235475.8066377152,133587.0891919201,9754.023394703101,33668.20823474362,58407.49294213797,6940.204583881869,10.296920788373603,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Honolua--Honolua_rch_Sim2_2006to2009_div,45.63574300000017,239540.87834339624,133864.72236671732,8708.030905771702,34308.03350991361,64791.48189506256,6237.815453419096,22.153924680997505,Daily,0.0,0.01726322446337446,0.0020782934674050926,-0.10723702892689621,0.01900384097392274,0.10930085561537389,-0.10120582498303031,1.1515096732619146
36,Honolua--Honolua_rch_Sim3_2006to2009_div,45.63574300000017,239540.87834339624,134574.32803583462,9431.595112437231,30697.812514936508,66939.88672519698,6777.7526542818005,7.504789526821908,Daily,0.0,0.01726322446337446,0.007390226479867346,-0.03305592668979691,-0.08822553606347962,0.14608389015278772,-0.023407368995627596,-0.27116176951699283
37,Honolua--Honolua_rch_yr_Fog,45.635743,227790.93782587946,129611.48698080004,9496.137904575344,32240.296568838352,56862.1866737589,7350.919777221919,8.805401408493156,yearly,-3.736769588312026e-15,-0.03263549203447079,-0.029760377557208718,-0.02643888369878233,-0.04241127582286215,-0.02645732919764156,0.0591791190556408,-0.14485101036851158
38,Honolua--Honolua_sub_1990to2014_BW,45.635743,226575.70375141368,127672.94263917266,7235.5223315726025,32697.909620726034,59397.38375103835,5329.540427610958,21.34359214054795,yearly,-3.736769588312026e-15,-0.03779625182469183,-0.04427184235035453,-0.25820125308476954,-0.028819431294128017,0.016948010589686292,-0.2320773309783351,1.0728130845337083
39,Honolua--Honolua_sub_Sim1_SLRSPT&WnSp50pct,45.635743,226575.70375141368,112264.17940266576,14683.736301252055,40674.12481135891,58888.05221635343,10271.510571065754,926.0362739641096,yearly,-3.736769588312026e-15,-0.03779625182469183,-0.1596180433171983,0.5054030226363843,0.20808700385147288,0.008227699050386113,0.4800011220015913,88.93332016399602
40,Honolua--Honolua_sub_Sim1_SLRSPT&WnSp50pct_Fog,45.635743,227790.93782587946,113010.5765282548,15408.512168046573,38256.5289874411,61057.21167136714,10997.857476079454,868.6346099641096,yearly,-3.736769588312026e-15,-0.03263549203447079,-0.15403069853632123,0.5797083464464652,0.13628051486157203,0.0453660754084094,0.58465897412033,83.35867652248982
41,Honolua--Honolua_sub_Sim2_SLRSPT&WnSp50pct,45.635743,226575.70375141368,127670.38118291234,7236.4265342493145,32698.835819942466,59398.10931496713,5330.339064663014,21.600389150410965,yearly,-3.736769588312026e-15,-0.03779625182469183,-0.044291016780127715,-0.2581085526020946,-0.028791921685954805,0.016960433035715514,-0.23196225698557263,1.0977522887036546
42,Honolua--Honolua_sub_Sim2_SLRSPT&WnSp50pct_Fog,45.635743,227790.93782587946,126720.84510445205,7642.107201961642,33181.35411877808,60696.63219031506,5902.953535032876,9.661572967671232,yearly,-3.736769588312026e-15,-0.03263549203447079,-0.051399009657314594,-0.21651744180645802,-0.014460351218308621,0.039192561311351785,-0.1494553995220739,-0.061702700618980325
43,Honolua--Honolua_sub_Sim3_SLRSPT&WnSp50pct_Fog,45.635743,227790.93782587946,129611.38512367947,9496.166048246578,32240.334609649315,56862.226802443845,7350.935999523287,7.883951881643837,yearly,-3.736769588312026e-15,-0.03263549203447079,-0.02976114003448987,-0.02643599835905173,-0.04241014594951998,-0.026456642150776113,0.059181456494137384,-0.2343388821106872
44,Honolua_Green--Default,45.635743,209459.9564852219,116388.77228354526,7296.596530591781,27981.524657356167,58310.84739992875,5962.043891926029,5.4982698449315075,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Honolua_Green--Honolua_rch_RCP45_Fog,45.635743,209459.9564852219,116388.77228354526,7296.596530591781,27981.524657356167,58310.84739992875,5962.043891926029,5.4982698449315075,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Honolua_Green--Honolua_rch_RCP45_nondiv_Fog,45.635743,209459.9564852219,116388.77228354526,7296.596530591781,27981.524657356167,58310.84739992875,5962.043891926029,5.4982698449315075,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Honolua_Green--Honolua_rch_RCP85_Fog,45.635743,206210.1541878905,115564.2907763452,7121.418893254796,26651.62388373972,57401.1915301096,5822.915559898631,5.586577100273972,yearly,0.0,-0.015515148345601214,-0.007083857755552825,-0.024008129900362916,-0.04752781665408012,-0.015600114050482184,-0.023335677252529025,0.016060916948968867
48,Honolua_Green--Honolua_rch_RCP85_nondiv_Fog,45.635743,206210.1541878905,115564.2907763452,7121.418893254796,26651.62388373972,57401.1915301096,5822.915559898631,5.586577100273972,yearly,0.0,-0.015515148345601214,-0.007083857755552825,-0.024008129900362916,-0.04752781665408012,-0.015600114050482184,-0.023335677252529025,0.016060916948968867
49,Honolua_Green--Honolua_sub_RCP45_Sim1,45.635743,209198.02556182462,126292.15302178085,4623.00540739452,28146.79578096987,50337.23708278081,2176.933389980822,45.53521565397259,yearly,0.0,-0.0012505059572842725,0.08508879803379198,-0.3664161930823414,0.0059064373952995115,-0.136743173400661,-0.634867936324842,7.28173533460685
50,Honolua_Green--Honolua_sub_RCP45_Sim1_div,45.635743,209198.02556182462,126292.15302178085,4623.00540739452,28146.79578096987,50337.23708278081,2176.933389980822,45.53521565397259,yearly,0.0,-0.0012505059572842725,0.08508879803379198,-0.3664161930823414,0.0059064373952995115,-0.136743173400661,-0.634867936324842,7.28173533460685
51,Honolua_Green--Honolua_sub_RCP85_Sim1,45.635743,205947.7681191234,125163.5131389808,4420.038654109589,27047.669255627396,49527.901073983565,2085.3684567863015,45.98166418383562,yearly,0.0,-0.01676782724981756,0.07539164374084634,-0.3942328268284957,-0.03337399992188299,-0.1506228552246339,-0.6502259133633069,7.36293333733394
52,Honolua_Green--Honolua_sub_RCP85_Sim1_div,45.635743,205947.7681191234,125163.5131389808,4420.038654109589,27047.669255627396,49527.901073983565,2085.3684567863015,45.98166418383562,yearly,0.0,-0.01676782724981756,0.07539164374084634,-0.3942328268284957,-0.03337399992188299,-0.1506228552246339,-0.6502259133633069,7.36293333733394
53,Honolua_Growth--Default,45.635743,206210.1945314192,119001.52363778907,7228.298658468494,31593.539908438353,48901.182483575336,5818.094730060275,12.505346843287665,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Honolua_Growth--Honolua_rch_RCP45_Fog,45.635743,209460.01070532878,119883.0032641918,7442.22200290411,32996.52349219453,49640.92220999726,5978.829701789042,12.432391448493155,yearly,0.0,0.015759726046979814,0.007407296977858271,0.02959525533508341,0.04440729300427181,0.015127235965518524,0.027626736790361928,-0.005833936132180902
55,Honolua_Growth--Honolua_rch_RCP45_nondiv_Fog,45.635743,209460.01070532878,119883.0032641918,7442.22200290411,32996.52349219453,49640.92220999726,5978.829701789042,12.432391448493155,yearly,0.0,0.015759726046979814,0.007407296977858271,0.02959525533508341,0.04440729300427181,0.015127235965518524,0.027626736790361928,-0.005833936132180902
56,Honolua_Growth--Honolua_rch_RCP85_Fog,45.635743,206210.1945314192,119001.52363778907,7228.298658468494,31593.539908438353,48901.182483575336,5818.094730060275,12.505346843287665,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Honolua_Growth--Honolua_rch_RCP85_nondiv_Fog,45.635743,206210.1945314192,119001.52363778907,7228.298658468494,31593.539908438353,48901.182483575336,5818.094730060275,12.505346843287665,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Honolua_MGrowth--Default,45.635743,206210.16052084937,119783.08375951505,7952.81300150411,27853.83739902466,51122.182721024656,6391.2207720657525,9.367120519178084,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Honolua_MGrowth--Honolua_rch_RCP45_Fog,45.635743,209459.95592308487,120613.29108916986,8167.912287742466,29270.110091991788,51898.8045666274,6562.159023693152,9.441156926301367,yearly,0.0,0.01575962791565219,0.00693092299511663,0.027046943791797295,0.050846591537032616,0.01519148448415811,0.02674579047159871,0.007903859779715984
60,Honolua_MGrowth--Honolua_rch_RCP45_nondiv_Fog,45.635743,209459.95592308487,120613.29108916986,8167.912287742466,29270.110091991788,51898.8045666274,6562.159023693152,9.441156926301367,yearly,0.0,0.01575962791565219,0.00693092299511663,0.027046943791797295,0.050846591537032616,0.01519148448415811,0.02674579047159871,0.007903859779715984
61,Honolua_MGrowth--Honolua_rch_RCP85_Fog,45.635743,206210.16052084937,119783.08375951505,7952.81300150411,27853.83739902466,51122.182721024656,6391.2207720657525,9.367120519178084,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Honolua_MGrowth--Honolua_rch_RCP85_nondiv_Fog,45.635743,206210.16052084937,119783.08375951505,7952.81300150411,27853.83739902466,51122.182721024656,6391.2207720657525,9.367120519178084,yearly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Honopou--Default,151.91877000000045,985008.8656187049,400813.4960505859,14205.99968607176,157999.79990636389,412430.23831950576,13682.968356768017,12.040519385928278,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Honopou--H_rch_Sim1,151.91877000000053,1016040.622199899,393091.95784225734,14249.93743018684,248232.27987538336,365999.1794598754,13475.061066385695,1062.7704193137731,Daily,5.6125473034840775e-16,0.031504037846098384,-0.019264666196155272,0.003092900541040964,0.5710923686137219,-0.11257918199407259,-0.015194604340328268,87.26616072358391
65,Honopou--H_rch_Sim2,151.91877000000045,985008.8656187049,400813.4960505859,14205.99968607176,157999.79990636389,412430.23831950576,13682.968356768017,12.040519385928278,Daily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Honopou--Honopou_rch_yr,151.91877,887163.5760211123,377319.53997313423,11324.239215468497,131792.76465566846,368754.49791315314,10741.276968068494,16.584878117808216,yearly,-2.9933585618581745e-15,-0.09933442531619649,-0.05861568113087319,-0.20285516924434954,-0.16586752177044917,-0.10589849227426783,-0.21498927074873134,0.3774221515054341
67,Honopou--Honopou_sub_Sim1,151.91877,887163.5760211123,419521.77978378907,180848.1565536575,188713.3775742767,98332.56691156712,157268.5713975918,1532.988833621096,yearly,-2.9933585618581745e-15,-0.09933442531619649,0.04667578292034871,11.730406909058969,0.19438997825386323,-0.7615776978132486,10.493746626973811,126.31916161463067
68,Honopou--Honopou_sub_Sim2,151.91877,887163.5760211123,316440.81056235055,28078.461546630137,188292.7631575095,355324.1011583972,9916.290096972605,811.2036862221919,yearly,-2.9933585618581745e-15,-0.09933442531619649,-0.21050360409417654,0.9765213407796707,0.19172785832069578,-0.1384625370675876,-0.27528224589749173,66.37281509386077
